id,fuel_type,price_per_litre,region,source,recorded_at,is_active
9378,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9397,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9398,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9423,diesel,1.475,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9424,petrol,1.385,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9441,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9442,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9469,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9470,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9501,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9502,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9515,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9516,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9527,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9528,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9543,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9544,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9563,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9564,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9577,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9578,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9589,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9590,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9609,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9610,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9623,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9624,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9653,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9654,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9673,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9674,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9689,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9690,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9705,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9706,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9715,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9716,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9777,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9778,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9793,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9794,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9811,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9812,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9825,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9826,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9843,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9844,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9869,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9870,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9885,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9886,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9917,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9918,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9929,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9930,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9943,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9944,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9957,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9958,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10003,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10004,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10017,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10018,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10035,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10036,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10049,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10050,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10061,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10062,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10073,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10074,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10091,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10092,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10109,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10110,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10121,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10122,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10139,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10140,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10151,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10152,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9383,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9384,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9413,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9414,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9435,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9436,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9455,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9456,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9465,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9466,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9481,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9482,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9499,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9500,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9513,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9514,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9525,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9526,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9539,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9540,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9559,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9560,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9575,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9576,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9591,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9592,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9611,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9612,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9625,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9626,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9639,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9640,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9655,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9656,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9675,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9676,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9707,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9708,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9719,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9720,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9749,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9750,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9765,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9766,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9783,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9784,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9801,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9802,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9831,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9832,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9849,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9850,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9909,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9910,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9941,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9942,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9975,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9976,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9991,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9992,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10007,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10008,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10021,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10022,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10037,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10038,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10051,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10052,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10079,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10080,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10097,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10098,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10125,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10126,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10143,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10144,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10173,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10174,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10189,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10190,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10207,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10208,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10223,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10224,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10237,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10238,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10255,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10256,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9523,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9524,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9541,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9542,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9561,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9562,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9593,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9594,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9613,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9614,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9627,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9628,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9641,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9642,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9657,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9658,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9677,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9678,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9691,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9692,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9729,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9730,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9745,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9746,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9761,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9762,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9775,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9776,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9795,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9796,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9813,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9814,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9845,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9846,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9859,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9860,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9873,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9874,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9893,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9894,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9907,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9908,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9925,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9926,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:51 GMT+0000 (Coordinated Universal Time),true
9937,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9938,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9953,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9954,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9967,diesel,1.475,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
9968,petrol,1.385,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10031,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
10032,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:52 GMT+0000 (Coordinated Universal Time),true
